source,relation,target
CVE-2026-55198,affects,nesquena:hermes-webui
CVE-2026-56213,affects,Capgo:Capgo
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2W-EN2
CVE-2026-12151,has_weakness,CWE-400
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-HXV6322S-T
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV4022S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2B-E1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY35VGK2-ET2
CAPEC-541,maps_to,T1218.015
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2W-SC3
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW6322S-W-1
CVE-2026-54802,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2B-EN1
CVE-2026-46875,has_weakness,CWE-284
CVE-2026-54222,has_weakness,CWE-89
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2223-T
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EX2823E3-W
CAPEC-203,maps_to,T1574.011
CVE-2026-9691,affects,"CRM Perks:Integration for ActiveCampaign and Contact Form 7, WPForms, Elementor, Ninja Forms"
CVE-2026-12808,affects,Edimax:BR-6478AC V2
CAPEC-234,maps_to,T1122
CAPEC-109,maps_to,T1055.011
CAPEC-429,maps_to,T1608.005
CAPEC-520,maps_to,T1542.002
T1563.002,mitigated_by,Disable or Remove Feature or Program
CAPEC-678,maps_to,T1497.001
CAPEC-17,maps_to,T1156
CVE-2025-69127,has_weakness,CWE-502
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD8025S-W
CAPEC-76,maps_to,T1044
CWE-20,mapped_to,CAPEC-83
CAPEC-115,maps_to,T1187
CAPEC-176,maps_to,T1565
CVE-2019-25753,affects,Wdmtech:VMap
CVE-2026-48931,has_weakness,CWE-367
CAPEC-695,maps_to,T1496.004
CAPEC-190,maps_to,T1574.005
CAPEC-445,maps_to,T1546.004
CVE-2026-46961,has_weakness,CWE-269
CVE-2026-46892,has_weakness,CWE-284
CAPEC-250,maps_to,T1546.012
CAPEC-49,maps_to,T1556.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-HXV2822S-W
CAPEC-650,maps_to,T1504
CAPEC-38,maps_to,T1594
CAPEC-200,maps_to,T1056
CVE-2026-12305,affects,Mozilla:Firefox
CWE-1318,mapped_to,CAPEC-180
CVE-2026-53860,affects,OpenClaw:OpenClaw
T1553,mitigated_by,Operating System Configuration
CAPEC-269,maps_to,T1493
CVE-2026-48708,affects,OliveTin:OliveTin
CVE-2026-48759,affects,baptisteArno:typebot.io
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2R-ER2
CWE-654,mapped_to,CAPEC-55
CAPEC-114,maps_to,T1548
CAPEC-581,maps_to,T1101
CAPEC-550,maps_to,T1058
CAPEC-507,maps_to,T1134.001
CWE-1326,mapped_to,CAPEC-679
CWE-1267,mapped_to,CAPEC-681
CAPEC-550,maps_to,T1021
CAPEC-66,maps_to,T1674
T1566,mitigated_by,Antivirus/Antimalware
CAPEC-41,maps_to,T1055
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2523-T
CVE-2026-48518,affects,juice-shop:multi-juicer
CVE-2026-46898,has_weakness,CWE-284
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW9022S-T
CWE-184,mapped_to,CAPEC-85
CVE-2026-0155,affects,Google:Android
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2V-ET2
CAPEC-575,maps_to,T1586.001
CVE-2016-20082,has_weakness,CWE-98
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2W-E1
CWE-74,mapped_to,CAPEC-83
CAPEC-461,maps_to,T1036.001
T1003.008,mitigated_by,Password Policies
CVE-2026-45617,has_weakness,CWE-1333
CAPEC-235,maps_to,T1685.006
CVE-2026-0129,affects,Google:Android
CAPEC-616,maps_to,T1614
CVE-2026-49257,affects,startreedata:mcp-pinot
CWE-521,mapped_to,CAPEC-70
CAPEC-413,maps_to,T1547.005
CAPEC-241,maps_to,T1055.011
CAPEC-76,maps_to,T1018
CAPEC-389,maps_to,T1546.011
CVE-2026-52908,affects,Linux:Linux
T1003.002,mitigated_by,Operating System Configuration
CVE-2024-22447,affects,Dell:Peripheral Manager
CAPEC-258,maps_to,T1568
CAPEC-497,maps_to,T1614
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW7122S-T-1
CVE-2026-32804,affects,Dell:PowerFlex
CAPEC-306,maps_to,T1222.001
CVE-2026-46815,has_weakness,CWE-200
CVE-2026-5139,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD5625S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2R-E1
CAPEC-552,maps_to,T1014
CAPEC-656,maps_to,T1566
CVE-2026-48822,affects,shaarli:Shaarli
CAPEC-2,maps_to,T1078
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSXY-FP05VGK-SG2
T1574.007,mitigated_by,Audit
CWE-200,mapped_to,CAPEC-291
CVE-2026-11942,has_weakness,CWE-79
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG4FM-SC1
CAPEC-694,maps_to,T1218
CVE-2026-46964,has_weakness,CWE-284
CAPEC-624,maps_to,T1055
CWE-1330,mapped_to,CAPEC-150
T1505.003,mitigated_by,Disable or Remove Feature or Program
CAPEC-82,maps_to,T1505.005
CVE-2026-53862,affects,OpenClaw:OpenClaw
CVE-2017-20256,has_weakness,CWE-89
T1566.001,mitigated_by,Audit
CAPEC-19,maps_to,T1037.004
CAPEC-501,maps_to,T1546.015
CVE-2026-56282,affects,Capgo:Capgo
T1611,mitigated_by,Privileged Account Management
CAPEC-268,maps_to,T1565.001
CAPEC-662,maps_to,T1503
CAPEC-115,maps_to,T1556.004
CAPEC-176,maps_to,T1494
CVE-2026-35295,has_weakness,CWE-306
CWE-172,mapped_to,CAPEC-80
CVE-2026-48881,affects,themetechmount:TrueBooker
CAPEC-242,maps_to,T1674
CVE-2026-46973,has_weakness,CWE-269
CVE-2026-27429,affects,BoldThemes:Nifty
CVE-2026-50202,affects,SteeltoeOSS:Steeltoe.Security.Authentication.JwtBearer
T1565,mitigated_by,Network Segmentation
CWE-691,mapped_to,CAPEC-29
CAPEC-226,maps_to,T1552
CVE-2026-47277,affects,runtipi:runtipi
CVE-2026-54300,affects,withastro:astro
CVE-2026-56304,affects,picklescan:picklescan
CAPEC-463,maps_to,T1027.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN18VGV-E1
CAPEC-410,maps_to,T1598
CAPEC-108,maps_to,T1480
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF18VGKW-E2
CAPEC-277,maps_to,T1572
CVE-2026-56408,has_weakness,CWE-190
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RZ50VUB-E1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV9022S-W-1
CVE-2026-40759,has_weakness,CWE-502
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF42VGKDS-A1
CVE-2016-20067,affects,dwbooster:CP Polls
CAPEC-248,maps_to,T1059.003
CVE-2017-20261,affects,Weborange:Bargain Product VM3
CVE-2026-12776,affects,Montodel:House-Rental-Management
CAPEC-511,maps_to,T1045
CAPEC-109,maps_to,T1183
CAPEC-478,maps_to,T1686.003
CAPEC-67,maps_to,T1140
CVE-2016-20076,affects,ChrisHurst:Simple Backup
CVE-2026-12407,affects,oleksandrz:E2Pdf – Export Pdf Tool for WordPress
CAPEC-624,maps_to,T1200
CAPEC-665,maps_to,T1499.004
CAPEC-6,maps_to,T1055.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD2522-W-1
CVE-2026-56099,has_weakness,CWE-125
CVE-2026-12003,has_weakness,CWE-427
CAPEC-681,maps_to,T1089
CAPEC-6,maps_to,T1055.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG4FB-ET1
CAPEC-171,maps_to,T1565.003
CAPEC-475,maps_to,T1684.002
CWE-451,mapped_to,CAPEC-98
CAPEC-653,maps_to,T1214
T1053.002,mitigated_by,Operating System Configuration
CAPEC-545,maps_to,T1569.003
CVE-2026-35316,affects,Oracle Corporation:Oracle WebCenter Content
CWE-368,mapped_to,CAPEC-29
CAPEC-252,maps_to,T1078.003
CAPEC-478,maps_to,T1685.005
CAPEC-214,maps_to,T1550.001
CAPEC-158,maps_to,T1126
CVE-2026-32208,has_weakness,CWE-79
CVE-2026-55654,affects,Red Hat:Red Hat Enterprise Linux 6
CWE-697,mapped_to,CAPEC-43
CWE-284,mapped_to,CAPEC-536
T1547.003,mitigated_by,Restrict Registry Permissions
CVE-2026-8100,has_weakness,CWE-23
CWE-73,mapped_to,CAPEC-79
CWE-118,mapped_to,CAPEC-9
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV7126S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EZA09VAK
CVE-2026-3196,has_weakness,CWE-190
CVE-2026-46847,affects,Oracle Corporation:Oracle WebCenter Portal
CAPEC-134,maps_to,T1667
CWE-86,mapped_to,CAPEC-73
CVE-2026-6964,affects,j_3rk:Video Conferencing with Zoom
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV5622S-W
CAPEC-549,maps_to,T1127
CVE-2026-11372,affects,IBM:TRIRIGA Application Platform
CAPEC-259,maps_to,T1592.004
CAPEC-414,maps_to,T1684.001
CVE-2025-59133,affects,Projectopia:Projectopia
CAPEC-69,maps_to,T1514
CVE-2026-54818,affects,VeronaLabs:Slimstat Analytics
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2R-A1
CVE-2026-38062,has_weakness,CWE-78
CAPEC-41,maps_to,T1204.005
CAPEC-144,maps_to,T1133
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2822-T-1
CVE-2026-47934,affects,Adobe:DNG SDK
CAPEC-192,maps_to,T1048.003
CAPEC-547,maps_to,T1175
CAPEC-101,maps_to,T1648
CVE-2026-9507,affects,Enhancesoft:osTicket
CVE-2026-46894,has_weakness,CWE-640
T1505,mitigated_by,Disable or Remove Feature or Program
CAPEC-582,maps_to,T1089
CVE-2024-35648,has_weakness,CWE-352
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV3622S-T-2
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV6320S-W
CAPEC-581,maps_to,T1195.002
T1059.007,mitigated_by,Restrict Web-Based Content
CVE-2026-20181,affects,Cisco:Cisco ISE Passive Identity Connector
CWE-20,mapped_to,CAPEC-14
CAPEC-663,maps_to,T1068
T1048.001,mitigated_by,Network Segmentation
CVE-2026-48966,has_weakness,CWE-79
CVE-2026-46886,has_weakness,CWE-284
CAPEC-445,maps_to,T1518
CVE-2026-39590,affects,ThemeMove:Atomlab
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV8022S-W-1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV6322S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSY-GA24VFK-SG1
CVE-2026-12320,affects,Mozilla:Thunderbird
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY42VGK2-ET1
CAPEC-388,maps_to,T1671
CVE-2026-8858,has_weakness,CWE-94
T1599.001,mitigated_by,Multi-factor Authentication
CVE-2026-46864,has_weakness,CWE-284
CVE-2026-7165,affects,Gaudire:Assassin game
CAPEC-523,maps_to,T1213.004
CWE-20,mapped_to,CAPEC-261
CVE-2026-8356,has_weakness,CWE-787
CAPEC-173,maps_to,T1564.010
CAPEC-129,maps_to,T1492
CWE-1260,mapped_to,CAPEC-456
CWE-319,mapped_to,CAPEC-117
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-BT20VGK-ET3
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW8021S-W
CWE-308,mapped_to,CAPEC-644
CAPEC-587,maps_to,T1064
CAPEC-470,maps_to,T1070.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV5625S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2R-A3
CAPEC-555,maps_to,T1682
CAPEC-424,maps_to,T1586.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY50VGK2-E1
CVE-2026-4259,affects,Unknown:ultimate-woocommerce-auction-pro
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Wireless LAN Adapters for Room Air Conditioners (outside Japan) S-MAC-702IF-B
CVE-2026-49295,has_weakness,CWE-787
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LZ20VUFL-E1
CAPEC-21,maps_to,T1127
T1548.003,mitigated_by,Restrict File and Directory Permissions
CWE-85,mapped_to,CAPEC-245
CVE-2026-48510,has_weakness,CWE-409
CAPEC-292,maps_to,T1613
CWE-1021,mapped_to,CAPEC-103
CVE-2026-46964,has_weakness,CWE-269
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VGB-A1
CVE-2026-22327,has_weakness,CWE-434
T1558.002,mitigated_by,Encrypt Sensitive Information
CVE-2026-47240,has_weakness,CWE-77
CVE-2025-10262,has_weakness,CWE-134
CVE-2026-46949,has_weakness,CWE-284
T1686.002,mitigated_by,Update Software
CAPEC-676,maps_to,T1178
T1556.002,mitigated_by,Operating System Configuration
CAPEC-294,maps_to,T1599.001
CAPEC-389,maps_to,T1565.001
CAPEC-387,maps_to,T1683
CAPEC-575,maps_to,T1078.003
CAPEC-325,maps_to,T1207
CAPEC-635,maps_to,T1677
CVE-2026-40754,has_weakness,CWE-502
CVE-2026-39468,affects,eLightUp:Meta Box – WordPress Custom Fields Framework
CAPEC-388,maps_to,T1164
CAPEC-653,maps_to,T1685.004
CVE-2026-56265,has_weakness,CWE-798
CVE-2026-49084,affects,Jetimpex Inc.:JetEngine
CAPEC-158,maps_to,T1037.003
T1595.002,mitigated_by,Pre-compromise
CAPEC-115,maps_to,T1553.001
CVE-2026-12619,affects,Microchip:GridTime 3000
CVE-2026-12805,has_weakness,CWE-122
CAPEC-159,maps_to,T1219.003
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP42VGK-ET2
CVE-2026-46947,affects,Oracle Corporation:Oracle Advanced Outbound Telephony
CVE-2026-49058,has_weakness,CWE-266
CVE-2026-55443,has_weakness,CWE-59
CWE-662,mapped_to,CAPEC-29
CAPEC-82,maps_to,T1567
CVE-2026-54300,has_weakness,CWE-918
CAPEC-215,maps_to,T1190
CAPEC-260,maps_to,T1213.005
CAPEC-412,maps_to,T1505.005
CAPEC-479,maps_to,T1204.001
CAPEC-583,maps_to,T1590.006
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-R2524-W
CAPEC-531,maps_to,T1219.003
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2V-ET5
CVE-2026-49339,affects,sentriz:gonic
T1589.001,mitigated_by,Pre-compromise
T1070.008,mitigated_by,Audit
T1547.012,mitigated_by,User Account Management
T1563.001,mitigated_by,Privileged Account Management
CVE-2026-50170,has_weakness,CWE-524
CVE-2026-0071,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2W-ET1
CVE-2026-0136,has_weakness,CWE-120
CAPEC-174,maps_to,T1178
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD2525-W
CAPEC-57,maps_to,T1198
CVE-2026-9595,has_weakness,CWE-346
CAPEC-569,maps_to,T1119
CWE-295,mapped_to,CAPEC-459
CAPEC-234,maps_to,T1093
T1204,mitigated_by,User Training
CVE-2026-8646,affects,IBM:WebSphere Application Server - Liberty
CVE-2026-48773,affects,sysown:proxysql
CAPEC-471,maps_to,T1198
T1078.004,mitigated_by,Password Policies
CAPEC-701,maps_to,T1503
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV9021S-T-1
CAPEC-609,maps_to,T1574.008
CAPEC-30,maps_to,T1648
CAPEC-41,maps_to,T1204.002
CVE-2025-62340,affects,HCL Software:iControl
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-ZT12VAK
CWE-272,mapped_to,CAPEC-76
CAPEC-296,maps_to,T1589
CWE-287,mapped_to,CAPEC-194
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM8021E9S-W
CAPEC-636,maps_to,T1564.001
CWE-118,mapped_to,CAPEC-24
CAPEC-272,maps_to,T1134
CAPEC-101,maps_to,T1216.002
CAPEC-664,maps_to,T1583.004
CVE-2026-56319,has_weakness,CWE-203
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZ6322S-W
CVE-2026-49061,affects,WPClever:WPC Product Options for WooCommerce
CVE-2026-39519,has_weakness,CWE-89
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-MZ49K
CVE-2026-48984,has_weakness,CWE-14
CAPEC-600,maps_to,T1552
CAPEC-90,maps_to,T1094
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MFZ-KT60VGK-ET1
CWE-680,mapped_to,CAPEC-92
CVE-2019-25747,affects,Network-Inventory-Advisor:Network Inventory Advisor
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN18VG2B-E5
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-FT50VGK-E2
CVE-2026-56412,has_weakness,CWE-416
CWE-346,mapped_to,CAPEC-385
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP35VGK-ER3
T1136.002,mitigated_by,Network Segmentation
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LZ50VUFM-E1
CVE-2026-54417,has_weakness,CWE-835
CAPEC-657,maps_to,T1564.010
CVE-2026-48716,has_weakness,CWE-22
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV6322S-W
CAPEC-276,maps_to,T1071.001
CVE-2026-56425,has_weakness,CWE-384
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-R2824-W
CVE-2025-71339,has_weakness,CWE-502
T1543,mitigated_by,Operating System Configuration
CAPEC-43,maps_to,T1056.002
CVE-2026-40772,has_weakness,CWE-434
CVE-2026-54288,affects,honojs:hono
T1552.007,mitigated_by,Limit Access to Resource Over Network
CVE-2026-8118,affects,wproyal:Royal Addons for Elementor – Addons and Templates Kit for Elementor
CAPEC-75,maps_to,T1070.007
CAPEC-124,maps_to,T1565
CVE-2026-6645,has_weakness,CWE-427
CAPEC-535,maps_to,T1204.003
CAPEC-174,maps_to,T1055.002
CVE-2026-56345,has_weakness,CWE-287
CVE-2026-49288,has_weakness,CWE-863
T1190,mitigated_by,Privileged Account Management
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Heat Pump Water Heaters / HEMS-Compatible Adapters / Wireless LAN Adapters (for Japan) RMCB-D7SE
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF42VGKDB-A1
CAPEC-454,maps_to,T1031
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY20VGKP2B-E1
CVE-2026-12505,affects,Red Hat:Red Hat Enterprise Linux 7
CAPEC-459,maps_to,T1130
CAPEC-170,maps_to,T1213.005
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2V-ER2
CVE-2026-39498,has_weakness,CWE-502
CAPEC-694,maps_to,T1016.002
T1137.001,mitigated_by,Behavior Prevention on Endpoint
CAPEC-96,maps_to,T1650
CVE-2026-41156,affects,Imagination Technologies:Graphics DDK
CAPEC-477,maps_to,T1683.002
CVE-2026-35305,affects,Oracle Corporation:Oracle Coherence
CVE-2026-56082,affects,Cap-go:capgo
CVE-2026-39471,affects,ShortPixel:ShortPixel Image Optimizer
CVE-2026-52721,affects,Red Hat:Red Hat Enterprise Linux 6
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-RK2223-W
CVE-2026-46905,has_weakness,CWE-306
CAPEC-180,maps_to,T1518.001
CAPEC-32,maps_to,T1012
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-WXD70N
CWE-203,mapped_to,CAPEC-189
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BXV3626-W
CVE-2026-3195,affects,Red Hat:Red Hat Enterprise Linux 9
CVE-2026-30121,has_weakness,CWE-123
CAPEC-692,maps_to,T1685.003
CAPEC-41,maps_to,T1055.001
CAPEC-639,maps_to,T1558.005
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BKR2523-W
CVE-2026-54290,affects,honojs:hono
CAPEC-673,maps_to,T1195.002
CAPEC-564,maps_to,T1017
CVE-2026-12216,has_weakness,CWE-119
CAPEC-278,maps_to,T1098
CAPEC-76,maps_to,T1497.001
T1650,mitigated_by,Pre-compromise
CAPEC-183,maps_to,T1134.005
CVE-2026-0064,has_weakness,CWE-400
CWE-384,mapped_to,CAPEC-21
CAPEC-654,maps_to,T1514
CVE-2026-9697,affects,undici:undici
CAPEC-99,maps_to,T1562.010
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM3622E1-W-2
CAPEC-124,maps_to,T1129
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV6326S-W
T1552.008,mitigated_by,User Training
CAPEC-101,maps_to,T1181
CAPEC-535,maps_to,T1600.002
CVE-2026-46766,affects,Oracle Corporation:Oracle WebCenter Content
T1213.006,mitigated_by,Audit
CAPEC-51,maps_to,T1543.002
CAPEC-38,maps_to,T1602.002
CVE-2026-48984,has_weakness,CWE-226
CVE-2016-20087,has_weakness,CWE-428
T1648,mitigated_by,User Account Management
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM9022E1S-W-2
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2W-ET2
T1505.001,mitigated_by,Audit
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VGDV-A1
CAPEC-135,maps_to,T1217
CVE-2026-39434,affects,WebAppick:CTX Feed
CVE-2026-46953,affects,Oracle Corporation:Oracle HRMS (UK)
T1190,mitigated_by,Update Software
T1560.001,mitigated_by,Audit
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Wireless LAN Adapters for Room Air Conditioners (outside Japan) MAC-587IF-E
CVE-2017-20258,has_weakness,CWE-89
CAPEC-292,maps_to,T1018
CWE-200,mapped_to,CAPEC-300
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2V-ET5
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VGB-E1
CWE-157,mapped_to,CAPEC-15
CAPEC-51,maps_to,T1499.002
CAPEC-523,maps_to,T1518.002
CVE-2026-54415,affects,Azuriom:Azuriom CMS
CAPEC-596,maps_to,T1178
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF50VGK2W-E1
T1666,mitigated_by,Software Configuration
CAPEC-170,maps_to,T1547.007
CAPEC-470,maps_to,T1207
T1135,mitigated_by,Operating System Configuration
T1505,mitigated_by,Code Signing
T1098.006,mitigated_by,Multi-factor Authentication
CVE-2026-39514,has_weakness,CWE-79
CAPEC-643,maps_to,T1543
CAPEC-57,maps_to,T1497.001
T1606.001,mitigated_by,Audit
CAPEC-445,maps_to,T1084
CVE-2026-52725,affects,angular:angular
CAPEC-109,maps_to,T1559.001
CAPEC-461,maps_to,T1682
CAPEC-211,maps_to,T1072
CVE-2026-38061,has_weakness,CWE-78
CAPEC-575,maps_to,T1087.002
CAPEC-454,maps_to,T1195.003
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VGR-A1
CVE-2025-60229,has_weakness,CWE-502
CVE-2026-56382,has_weakness,CWE-94
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2826-W
CVE-2026-49356,affects,babel:babel
T1557,mitigated_by,Network Segmentation
CVE-2026-49074,affects,Jetimpex Inc.:JetEngine
CAPEC-388,maps_to,T1137
CAPEC-636,maps_to,T1003.007
CVE-2026-52718,affects,Red Hat:Red Hat Enterprise Linux 8
CWE-262,mapped_to,CAPEC-561
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF42VGK2S-E2
CAPEC-522,maps_to,T1505
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF42VGKW-ER1
CAPEC-576,maps_to,T1615
CWE-176,mapped_to,CAPEC-71
CAPEC-638,maps_to,T1559.001
CVE-2026-35289,affects,Oracle Corporation:PeopleSoft Enterprise PT PeopleTools
CAPEC-40,maps_to,T1584.008
CAPEC-478,maps_to,T1563
CWE-226,mapped_to,CAPEC-37
CVE-2026-46944,has_weakness,CWE-284
CVE-2026-8668,has_weakness,CWE-523
CAPEC-260,maps_to,T1499.004
